Account Name,License Name,License Creation Date,License Expiry Date,License Class,Attribute Type,Cluster Name,License Type,License Status,Entitled Quantity,Reserved Quantity,Quantity Used by Cluster,Total Quantity Used,Unused Quantity,Cluster UUID,Cluster Tag,Managing PC Name,Managing PC UUID,SW Asset Serial Number,Node Count,Licenses Sales Order,Block Count,Support Start Date,Support Level,Is Invalid License,Product,License Asset Model,License SKU,Reserved Quantity on AWS,Purchased Quantity,Cluster Core Capacity,Cluster Flash Capacity (TiB),Cluster Flash Capacity (TB),Powered-On User VM Count,AOS Version,Last Pulse,PE Cluster Names,PE Cluster UUIDs,Account Type,Account ID,Theater,Region,Sub-Region,License Tag,License Tag (Internal),License File Name,License File Creation Date,Last Sales,Resale,Renewable,Reserved Quantity on Azure,Is Seamlessly Licensed
"Petronas Energy Canada Ltd","LIC-02443696","2024-01-09","2029-01-07","software_only","VM","C72A","RoBo Pro","Activated","15.00","0.0","15.00","15.00","0.00","00058a98-f316-4543-0000-00000002933c","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","24SW000326948",3,"SO-174719",3,"2024-01-08","Production",False,"AOS RoBo","Not Applicable","SW-ROBO-1VM-PRO-PRD","0",15.0,"60.0","10.47 TiB","11.52 TB","13","6.10","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-00133411","2019-07-24","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02490364","2024-09-04","2027-12-18","software_only","CORES","CG2PRISM","NCM Starter","Activated","29.00","0.0","29.00","29.00","0.00","ea890b67-c919-4ef2-92e7-cbb20d4df250","-","Not Applicable","Not Applicable","24SW000371477",0,"SO-146772",-,"2024-09-04","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",29.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01","00059c1d-becb-2afa-265f-ac1f6b3586c9","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12286162","2025-10-07","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02490365","2024-09-04","2029-01-07","software_only","CORES","CG2PRISM","NCM Starter","Activated","87.00","0.0","27.00","87.00","0.00","ea890b67-c919-4ef2-92e7-cbb20d4df250","-","Not Applicable","Not Applicable","24SW000371478",0,"SO-174719",-,"2024-09-04","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",87.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01, C72A","00059c1d-becb-2afa-265f-ac1f6b3586c9, 00058a98-f316-4543-0000-00000002933c","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12286162","2025-10-07","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02490365","2024-09-04","2029-01-07","software_only","CORES","CG1PRISM","NCM Starter","Activated","87.00","0.0","60.00","87.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","24SW000371478",0,"SO-174719",-,"2024-09-04","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",87.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01, C72A","00059c1d-becb-2afa-265f-ac1f6b3586c9, 00058a98-f316-4543-0000-00000002933c","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02499986","2024-11-01","2025-10-31","software_only","CORES","Not Found","NCI Advanced Replication","Available","24.00","0.0","0.00","0.00","24.00","Not Found","-","Not Applicable","Not Applicable","24SW000381991",0,"SO-195640",-,"2024-11-01","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",24.0,"0.0","-","-","0","-","Not Found","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-19","For Resale","Renewable","0","-"
"Petronas Energy Canada Ltd","LIC-02502021","2024-11-14","2029-11-12","software_only","CORES","CG1NTX03","NCI Pro","Available","80.00","0.0","32.00","72.00","8.00","0005b867-d944-5ddb-2015-3cecef19ba0d","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","24SW000385399",4,"SO-196439",4,"2024-11-13","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",80.0,"80.0","13.96 TiB","15.36 TB","47","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01934778","2022-09-23","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02502021","2024-11-14","2029-11-12","software_only","CORES","CG2NTX01","NCI Pro","Available","80.00","0.0","40.00","72.00","8.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","24SW000385399",9,"SO-196439",7,"2024-11-13","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",80.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02502022","2024-11-14","2029-11-12","software_only","CORES","CG1NTX02","NCI Advanced Replication","Available","80.00","0.0","32.00","72.00","8.00","0005b25a-c5ae-bdb0-3c5d-3cecef180a5e","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","24SW000385400",4,"SO-196439",4,"2024-11-13","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",80.0,"0.0","0","0","7","6.10","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01934782","2022-09-23","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02502022","2024-11-14","2029-11-12","software_only","CORES","CG2NTX01","NCI Advanced Replication","Available","80.00","0.0","40.00","72.00","8.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","24SW000385400",9,"SO-196439",7,"2024-11-13","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",80.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02502023","2024-11-14","2029-11-12","software_only","CORES","CG1PRISM","NCM Starter","Activated","80.00","0.0","80.00","80.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","24SW000385401",0,"SO-196439",-,"2024-11-13","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",80.0,"0.0","0","0","0","7.3.1","2025-10-23","CG1NTX03","0005b867-d944-5ddb-2015-3cecef19ba0d","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02547284","2025-08-25","2030-08-24","software_only","CORES","CG1NTX02","NCI Pro","Activated","32.00","0.0","32.00","32.00","0.00","0005b25a-c5ae-bdb0-3c5d-3cecef180a5e","-","CG1PRISM","d890c827-4e71-44c8-aa87-55b6b64398a2","25SW000444045",4,"SO-219432",4,"2025-08-25","Production",False,"NCI","Not Applicable","SW-NCI-PRO-PR","0",32.0,"0.0","0","0","7","6.10","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01934782","2022-09-23","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02547285","2025-08-25","2030-08-24","software_only","CORES","CG1PRISM","NCM Starter","Activated","32.00","0.0","32.00","32.00","0.00","d890c827-4e71-44c8-aa87-55b6b64398a2","-","Not Applicable","Not Applicable","25SW000444046",0,"SO-219432",-,"2025-08-25","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",32.0,"0.0","0","0","0","7.3.1","2025-10-23","CG1NTX02","0005b25a-c5ae-bdb0-3c5d-3cecef180a5e","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12296032","2025-10-08","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02547286","2025-08-25","2030-08-24","software_only","CORES","CG2NTX01","NCI Advanced Replication","Available","32.00","0.0","24.00","24.00","8.00","00059c1d-becb-2afa-265f-ac1f6b3586c9","-","CG2PRISM","ea890b67-c919-4ef2-92e7-cbb20d4df250","25SW000444047",9,"SO-219432",7,"2025-08-25","Production",False,"NCI Advanced Replication","Not Applicable","SWA-NCI-ADR-PR","0",32.0,"336.0","27.93 TiB","30.72 TB","21","6.10.1","2025-10-23","-","-","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03435632","2023-03-10","2025-08-19","For Resale","Renewable","0","FALSE"
"Petronas Energy Canada Ltd","LIC-02550675","2025-10-02","2026-10-01","software_only","CORES","CG2PRISM","NCM Starter","Activated","112.00","0.0","112.00","112.00","0.00","ea890b67-c919-4ef2-92e7-cbb20d4df250","-","Not Applicable","Not Applicable","25SW000449817",0,"SO-222193",-,"2025-10-02","Production",False,"NCM","Not Applicable","SW-NCM-STR-PR","0",112.0,"0.0","0","0","0","7.3.1","2025-10-23","CG2NTX01","00059c1d-becb-2afa-265f-ac1f6b3586c9","Customer","0010e00001MV7N1AAL",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-12286162","2025-10-07","2025-08-19","For Resale","Renewable","0","FALSE"
