Account Name,License Name,License Creation Date,License Expiry Date,License Class,Attribute Type,Cluster Name,License Type,License Status,Entitled Quantity,Reserved Quantity,Quantity Used by Cluster,Total Quantity Used,Unused Quantity,Cluster UUID,Cluster Tag,Managing PC Name,Managing PC UUID,SW Asset Serial Number,Node Count,Licenses Sales Order,Block Count,Support Start Date,Support Level,Is Invalid License,Product,License Asset Model,License SKU,Reserved Quantity on AWS,Purchased Quantity,Cluster Core Capacity,Cluster Flash Capacity (TiB),Cluster Flash Capacity (TB),Powered-On User VM Count,AOS Version,Last Pulse,PE Cluster Names,PE Cluster UUIDs,Account Type,Account ID,Theater,Region,Sub-Region,License Tag,License Tag (Internal),License File Name,License File Creation Date,Last Sales,Resale,Renewable,Reserved Quantity on Azure,Is Seamlessly Licensed
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-SWC-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","0005a7ac-2a32-57d7-0000-000000027ccb","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"0.0","1.75 TiB","1.92 TB","0","6.10.1","2025-07-11","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01753930","2022-08-09","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-VAL-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","0005d9f3-3eae-2c27-0c08-3cecefeec058","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",3,"SO-181898",3,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"24.0","10.47 TiB","11.52 TB","2","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-01453830","2022-05-18","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-GPO-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","0005f539-9244-cb21-751e-3cecefd47569","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"0.0","3.49 TiB","3.84 TB","0","6.10.1","2025-09-08","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-03358502","2023-02-28","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-EST-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","00061972-1b06-3393-1190-7cc255e1e208","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","0","0","2","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-BUT-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","000619c2-e438-a495-7e41-3cecefdb38c5","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","3.49 TiB","3.84 TB","2","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-DUV-NXA","NCI Edge Pro","Activated","22.00","0.0","1.00","22.00","0.00","00061a29-6e0f-ec03-7d55-7cc255e24fe7","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","0","0","1","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-BDLNTNX01","NCI Edge Pro","Activated","22.00","0.0","2.00","22.00","0.00","0005902b-e433-72e8-0000-00000002a6e3","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","1.75 TiB","1.92 TB","2","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-02926014","2023-01-06","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-SUF-NXA","NCI Edge Pro","Activated","22.00","0.0","2.00","22.00","0.00","0006181b-b393-4a68-2042-3cecefdb3842","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",1,"SO-181898",1,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"8.0","3.49 TiB","3.84 TB","2","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-KBP-NXB","NCI Edge Pro","Activated","22.00","0.0","3.00","22.00","0.00","0005e716-0b5a-1bf7-1c68-3ceceffe1b50","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",3,"SO-181898",3,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"48.0","20.95 TiB","23.04 TB","14","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","LF-02143488","2022-11-01","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-MUS-NXB","NCI Edge Pro","Activated","22.00","0.0","3.00","22.00","0.00","000631b7-bf0a-7a30-7263-7cc255eaabe0","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",3,"SO-181898",3,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"24.0","0","0","3","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
"WhiteCap Resources","LIC-02467720","2024-05-01","2027-04-29","software_only","VM","WC-FOS-NXA","NCI Edge Pro","Activated","22.00","0.0","4.00","22.00","0.00","000619ff-ccac-366c-26f0-7cc255e24fc9","-","PRISM.WCAP.CA","8606610f-7ab8-409d-9687-50bedb2cdb1f","24SW000346448",3,"SO-181898",3,"2024-04-30","Production",False,"NCI Edge","Not Applicable","SW-NCI-E-PRO-PR","0",22.0,"24.0","0","0","5","6.10.1","2025-10-23","-","-","Customer","0013200001BbN8ZAAV",Americas,Americas North Enterprise & Canada,Canada Enterprise/Comm West,"Not Found","-","Not Found","-","2025-08-25","For Resale","Renewable","0","TRUE"
